exposed_variables | time (ms),exposed_variables | h (dimensionless),exposed_variables | i_K (uA_per_mm2),exposed_variables | i_Leak (uA_per_mm2),exposed_variables | i_Na (uA_per_mm2),exposed_variables | m (dimensionless),exposed_variables | n (dimensionless),exposed_variables | V (mV)
8031,0.898327,0.197678,0,-0.19635,0.0365395,0.633066,-84.6431
8032,0.89905,0.197371,0,-0.196346,0.0365187,0.631924,-84.6529
8033,0.899691,0.197089,0,-0.196345,0.036503,0.630785,-84.6602
8034,0.900256,0.196831,0,-0.196347,0.036492,0.629647,-84.6653
8035,0.900753,0.196594,0,-0.196352,0.0364853,0.628511,-84.6684
8036,0.901187,0.196377,0,-0.196359,0.0364826,0.627378,-84.6694
8037,0.901563,0.196179,0,-0.196369,0.0364838,0.626247,-84.6687
8038,0.901886,0.195999,0,-0.196382,0.0364885,0.625118,-84.6663
8039,0.902159,0.195834,0,-0.196396,0.0364962,0.623991,-84.6624
8040,0.902388,0.195685,0,-0.196412,0.036507,0.622867,-84.657
8041,0.902576,0.195549,0,-0.196431,0.0365208,0.621745,-84.6502
8042,0.902726,0.195427,0,-0.196452,0.0365371,0.620626,-84.6423
8043,0.90284,0.195316,0,-0.196473,0.0365554,0.619508,-84.6332
8044,0.902923,0.195217,0,-0.196497,0.0365762,0.618394,-84.623
8045,0.902976,0.195128,0,-0.196522,0.036599,0.617281,-84.6119
8046,0.903002,0.195049,0,-0.196548,0.0366239,0.616171,-84.5998
8047,0.903002,0.194979,0,-0.196576,0.0366506,0.615063,-84.5869
8048,0.902979,0.194917,0,-0.196605,0.0366787,0.613958,-84.5732
8049,0.902935,0.194864,0,-0.196636,0.0367087,0.612856,-84.5588
8050,0.902871,0.194817,0,-0.196667,0.0367398,0.611755,-84.5437
8051,0.902788,0.194777,0,-0.196699,0.0367722,0.610657,-84.528
8052,0.902689,0.194744,0,-0.196733,0.0368062,0.609562,-84.5117
8053,0.902574,0.194717,0,-0.196767,0.0368411,0.608469,-84.4949
8054,0.902444,0.194695,0,-0.196803,0.0368771,0.607379,-84.4775
8055,0.902301,0.194678,0,-0.196839,0.0369143,0.606291,-84.4597
8056,0.902145,0.194666,0,-0.196876,0.0369522,0.605205,-84.4415
8057,0.901977,0.194658,0,-0.196914,0.036991,0.604122,-84.4229
8058,0.901799,0.194655,0,-0.196953,0.0370308,0.603041,-84.4039
8059,0.90161,0.194655,0,-0.196992,0.0370712,0.601963,-84.3846
8060,0.901412,0.194659,0,-0.197032,0.0371122,0.600888,-84.365
8061,0.901206,0.194667,0,-0.197072,0.0371539,0.599814,-84.3451
8062,0.900991,0.194677,0,-0.197114,0.0371965,0.598744,-84.3249
8063,0.900769,0.194691,0,-0.197156,0.0372392,0.597675,-84.3045
8064,0.90054,0.194707,0,-0.197198,0.0372828,0.59661,-84.2838
8065,0.900304,0.194726,0,-0.197241,0.0373267,0.595546,-84.263
8066,0.900062,0.194747,0,-0.197284,0.0373711,0.594485,-84.2419
8067,0.899814,0.194771,0,-0.197328,0.0374159,0.593427,-84.2207
8068,0.899561,0.194797,0,-0.197373,0.0374611,0.592371,-84.1993
8069,0.899303,0.194825,0,-0.197418,0.0375067,0.591317,-84.1778
8070,0.89904,0.194854,0,-0.197463,0.0375527,0.590266,-84.1561
8071,0.898772,0.194886,0,-0.197509,0.0375989,0.589218,-84.1343
8072,0.898501,0.194919,0,-0.197555,0.0376455,0.588172,-84.1124
8073,0.898225,0.194953,0,-0.197601,0.0376923,0.587128,-84.0904
8074,0.897946,0.19499,0,-0.197648,0.0377394,0.586087,-84.0683
8075,0.897664,0.195027,0,-0.197696,0.0377868,0.585048,-84.0461
8076,0.897378,0.195066,0,-0.197743,0.0378343,0.584011,-84.0238
8077,0.897089,0.195106,0,-0.197791,0.0378821,0.582977,-84.0014
8078,0.896797,0.195147,0,-0.19784,0.03793,0.581946,-83.979
8079,0.896503,0.195189,0,-0.197888,0.0379782,0.580917,-83.9566
8080,0.896206,0.195232,0,-0.197937,0.0380265,0.57989,-83.934
8081,0.895907,0.195276,0,-0.197987,0.0380749,0.578866,-83.9115
8082,0.895605,0.195322,0,-0.198036,0.0381235,0.577844,-83.8889
8083,0.895301,0.195368,0,-0.198086,0.0381723,0.576824,-83.8662
8084,0.894995,0.195414,0,-0.198136,0.0382211,0.575807,-83.8436
8085,0.894687,0.195462,0,-0.198187,0.0382701,0.574792,-83.8209
8086,0.894378,0.19551,0,-0.198237,0.0383192,0.57378,-83.7982
8087,0.894067,0.195559,0,-0.198288,0.0383684,0.57277,-83.7754
8088,0.893754,0.195609,0,-0.198339,0.0384176,0.571762,-83.7527
8089,0.893439,0.195659,0,-0.198391,0.038467,0.570757,-83.7299
8090,0.893123,0.19571,0,-0.198442,0.0385164,0.569754,-83.7072
8091,0.892805,0.195761,0,-0.198494,0.0385659,0.568754,-83.6844
8092,0.892487,0.195813,0,-0.198547,0.0386155,0.567756,-83.6616
8093,0.892166,0.195866,0,-0.198599,0.0386651,0.56676,-83.6388
8094,0.891845,0.195919,0,-0.198652,0.0387148,0.565766,-83.6161
8095,0.891522,0.195972,0,-0.198704,0.0387645,0.564775,-83.5933
8096,0.891199,0.196026,0,-0.198758,0.0388143,0.563786,-83.5705
8097,0.890874,0.19608,0,-0.198811,0.0388641,0.5628,-83.5478
8098,0.890548,0.196135,0,-0.198864,0.038914,0.561816,-83.525
8099,0.890221,0.19619,0,-0.198918,0.0389639,0.560834,-83.5023
8100,0.889894,0.196246,0,-0.198972,0.0390138,0.559854,-83.4796
8101,0.889565,0.196302,0,-0.199026,0.0390638,0.558877,-83.4568
8102,0.889235,0.196358,0,-0.19908,0.0391138,0.557902,-83.4342
8103,0.888905,0.196415,0,-0.199135,0.0391638,0.55693,-83.4115
8104,0.888574,0.196471,0,-0.19919,0.0392138,0.555959,-83.3888
8105,0.888242,0.196529,0,-0.199244,0.0392639,0.554991,-83.3662
8106,0.887909,0.196586,0,-0.1993,0.0393139,0.554025,-83.3436
8107,0.887575,0.196644,0,-0.199355,0.039364,0.553062,-83.321
8108,0.887241,0.196702,0,-0.19941,0.0394141,0.552101,-83.2984
8109,0.886906,0.19676,0,-0.199466,0.0394642,0.551142,-83.2758
8110,0.886571,0.196819,0,-0.199522,0.0395143,0.550185,-83.2533
8111,0.886234,0.196878,0,-0.199578,0.0395644,0.549231,-83.2308
8112,0.885898,0.196937,0,-0.199634,0.0396145,0.548278,-83.2083
8113,0.88556,0.196996,0,-0.19969,0.0396647,0.547328,-83.1858
8114,0.885222,0.197056,0,-0.199747,0.0397148,0.546381,-83.1634
8115,0.884883,0.197116,0,-0.199804,0.0397649,0.545435,-83.141
8116,0.884544,0.197176,0,-0.19986,0.039815,0.544492,-83.1186
8117,0.884204,0.197236,0,-0.199917,0.0398652,0.543551,-83.0962
8118,0.883864,0.197296,0,-0.199975,0.0399153,0.542612,-83.0739
8119,0.883523,0.197357,0,-0.200032,0.0399654,0.541675,-83.0516
8120,0.883182,0.197418,0,-0.20009,0.0400155,0.540741,-83.0293
8121,0.88284,0.197479,0,-0.200147,0.0400656,0.539809,-83.0071
8122,0.882498,0.19754,0,-0.200205,0.0401157,0.538879,-82.9848
8123,0.882155,0.197602,0,-0.200263,0.0401658,0.537951,-82.9626
8124,0.881811,0.197663,0,-0.200322,0.0402159,0.537025,-82.9405
8125,0.881468,0.197725,0,-0.20038,0.040266,0.536102,-82.9183
8126,0.881123,0.197787,0,-0.200439,0.0403161,0.53518,-82.8962
8127,0.880779,0.197849,0,-0.200497,0.0403662,0.534261,-82.8741
8128,0.880433,0.197912,0,-0.200556,0.0404163,0.533344,-82.8521
8129,0.880088,0.197974,0,-0.200615,0.0404663,0.532429,-82.8301
8130,0.879742,0.198037,0,-0.200674,0.0405164,0.531517,-82.8081
8131,0.879395,0.1981,0,-0.200734,0.0405664,0.530606,-82.7861
8132,0.879048,0.198163,0,-0.200793,0.0406165,0.529698,-82.7642
8133,0.878701,0.198226,0,-0.200853,0.0406665,0.528792,-82.7423
8134,0.878353,0.198289,0,-0.200913,0.0407165,0.527888,-82.7204
8135,0.878005,0.198353,0,-0.200973,0.0407665,0.526986,-82.6985
8136,0.877656,0.198416,0,-0.201033,0.0408165,0.526086,-82.6767
8137,0.877307,0.19848,0,-0.201093,0.0408665,0.525188,-82.6549
8138,0.876958,0.198544,0,-0.201154,0.0409165,0.524292,-82.6332
8139,0.876608,0.198608,0,-0.201214,0.0409665,0.523399,-82.6114
8140,0.876258,0.198672,0,-0.201275,0.0410164,0.522507,-82.5897
8141,0.875907,0.198737,0,-0.201336,0.0410664,0.521618,-82.568
8142,0.875556,0.198801,0,-0.201397,0.0411163,0.520731,-82.5464
8143,0.875205,0.198866,0,-0.201459,0.0411662,0.519846,-82.5248
8144,0.874853,0.198931,0,-0.20152,0.0412162,0.518963,-82.5032
8145,0.874501,0.198996,0,-0.201581,0.0412661,0.518082,-82.4816
8146,0.874148,0.199061,0,-0.201643,0.041316,0.517203,-82.4601
8147,0.873796,0.199126,0,-0.201705,0.0413659,0.516326,-82.4386
8148,0.873442,0.199191,0,-0.201767,0.0414158,0.515451,-82.4171
8149,0.873089,0.199257,0,-0.201829,0.0414656,0.514578,-82.3956
8150,0.872735,0.199322,0,-0.201892,0.0415155,0.513708,-82.3742
8151,0.87238,0.199388,0,-0.201954,0.0415654,0.512839,-82.3528
8152,0.872025,0.199454,0,-0.202017,0.0416152,0.511972,-82.3315
8153,0.87167,0.19952,0,-0.20208,0.041665,0.511108,-82.3101
8154,0.871315,0.199586,0,-0.202142,0.0417149,0.510245,-82.2888
8155,0.870959,0.199652,0,-0.202206,0.0417647,0.509385,-82.2675
8156,0.870602,0.199719,0,-0.202269,0.0418145,0.508526,-82.2462
8157,0.870246,0.199785,0,-0.202332,0.0418643,0.50767,-82.225
8158,0.869889,0.199852,0,-0.202396,0.0419141,0.506815,-82.2038
8159,0.869531,0.199919,0,-0.20246,0.0419639,0.505963,-82.1826
8160,0.869173,0.199986,0,-0.202523,0.0420137,0.505113,-82.1615
8161,0.868815,0.200053,0,-0.202587,0.0420635,0.504264,-82.1403
8162,0.868456,0.20012,0,-0.202652,0.0421133,0.503418,-82.1192
8163,0.868097,0.200187,0,-0.202716,0.0421631,0.502573,-82.0981
8164,0.867738,0.200255,0,-0.20278,0.0422128,0.501731,-82.0771
8165,0.867378,0.200322,0,-0.202845,0.0422626,0.50089,-82.056
8166,0.867018,0.20039,0,-0.20291,0.0423124,0.500052,-82.035
8167,0.866658,0.200458,0,-0.202975,0.0423621,0.499215,-82.0141
8168,0.866297,0.200526,0,-0.20304,0.0424119,0.498381,-81.9931
8169,0.865935,0.200594,0,-0.203105,0.0424616,0.497548,-81.9722
8170,0.865574,0.200662,0,-0.203171,0.0425114,0.496717,-81.9512
8171,0.865212,0.200731,0,-0.203236,0.0425612,0.495889,-81.9304
8172,0.864849,0.200799,0,-0.203302,0.0426109,0.495062,-81.9095
8173,0.864486,0.200868,0,-0.203368,0.0426607,0.494237,-81.8886
8174,0.864123,0.200937,0,-0.203434,0.0427104,0.493414,-81.8678
8175,0.863759,0.201005,0,-0.2035,0.0427602,0.492593,-81.847
8176,0.863395,0.201074,0,-0.203567,0.0428099,0.491774,-81.8262
8177,0.86303,0.201144,0,-0.203633,0.0428597,0.490957,-81.8055
8178,0.862666,0.201213,0,-0.2037,0.0429094,0.490142,-81.7847
8179,0.8623,0.201282,0,-0.203767,0.0429592,0.489329,-81.764
8180,0.861934,0.201352,0,-0.203834,0.043009,0.488518,-81.7433
8181,0.861568,0.201421,0,-0.203901,0.0430587,0.487708,-81.7227
8182,0.861201,0.201491,0,-0.203968,0.0431085,0.486901,-81.702
8183,0.860834,0.201561,0,-0.204036,0.0431583,0.486095,-81.6814
8184,0.860467,0.201631,0,-0.204103,0.0432081,0.485291,-81.6608
8185,0.860099,0.201701,0,-0.204171,0.0432578,0.48449,-81.6402
8186,0.859731,0.201771,0,-0.204239,0.0433076,0.48369,-81.6196
8187,0.859362,0.201842,0,-0.204307,0.0433574,0.482892,-81.599
8188,0.858993,0.201912,0,-0.204376,0.0434072,0.482095,-81.5785
8189,0.858623,0.201983,0,-0.204444,0.0434571,0.481301,-81.558
8190,0.858253,0.202054,0,-0.204513,0.0435069,0.480509,-81.5375
8191,0.857882,0.202125,0,-0.204582,0.0435567,0.479718,-81.517
8192,0.857511,0.202196,0,-0.204651,0.0436066,0.47893,-81.4965
8193,0.85714,0.202267,0,-0.20472,0.0436564,0.478143,-81.4761
8194,0.856768,0.202339,0,-0.204789,0.0437063,0.477358,-81.4556
8195,0.856396,0.20241,0,-0.204859,0.0437562,0.476575,-81.4352
8196,0.856023,0.202482,0,-0.204929,0.0438061,0.475793,-81.4148
8197,0.85565,0.202553,0,-0.204998,0.043856,0.475014,-81.3944
8198,0.855276,0.202625,0,-0.205068,0.0439059,0.474236,-81.3741
8199,0.854901,0.202697,0,-0.205139,0.0439558,0.47346,-81.3537
8200,0.854527,0.202769,0,-0.205209,0.0440058,0.472686,-81.3334
8201,0.854152,0.202842,0,-0.20528,0.0440557,0.471914,-81.3131
8202,0.853776,0.202914,0,-0.20535,0.0441057,0.471144,-81.2927
8203,0.8534,0.202987,0,-0.205421,0.0441557,0.470376,-81.2725
8204,0.853023,0.203059,0,-0.205492,0.0442057,0.469609,-81.2522
8205,0.852646,0.203132,0,-0.205564,0.0442558,0.468844,-81.2319
8206,0.852268,0.203205,0,-0.205635,0.0443058,0.468081,-81.2116
8207,0.85189,0.203278,0,-0.205707,0.0443559,0.46732,-81.1914
8208,0.851511,0.203351,0,-0.205778,0.044406,0.46656,-81.1712
8209,0.851132,0.203425,0,-0.205851,0.0444561,0.465803,-81.1509
8210,0.850752,0.203498,0,-0.205923,0.0445063,0.465047,-81.1307
8211,0.850371,0.203572,0,-0.205995,0.0445565,0.464293,-81.1105
8212,0.849991,0.203646,0,-0.206068,0.0446067,0.46354,-81.0904
8213,0.849609,0.20372,0,-0.20614,0.0446569,0.46279,-81.0702
8214,0.849227,0.203794,0,-0.206213,0.0447071,0.462041,-81.05
8215,0.848844,0.203868,0,-0.206287,0.0447574,0.461294,-81.0299
8216,0.848461,0.203942,0,-0.20636,0.0448077,0.460549,-81.0097
8217,0.848078,0.204017,0,-0.206433,0.0448581,0.459805,-80.9896
8218,0.847693,0.204092,0,-0.206507,0.0449084,0.459063,-80.9694
8219,0.847308,0.204167,0,-0.206581,0.0449589,0.458324,-80.9493
8220,0.846923,0.204242,0,-0.206655,0.0450093,0.457585,-80.9292
8221,0.846537,0.204317,0,-0.20673,0.0450598,0.456849,-80.9091
8222,0.84615,0.204392,0,-0.206804,0.0451103,0.456114,-80.889
8223,0.845763,0.204467,0,-0.206879,0.0451608,0.455381,-80.8689
8224,0.845375,0.204543,0,-0.206954,0.0452114,0.45465,-80.8488
8225,0.844986,0.204619,0,-0.207029,0.045262,0.45392,-80.8287
8226,0.844597,0.204695,0,-0.207104,0.0453127,0.453193,-80.8086
8227,0.844207,0.204771,0,-0.20718,0.0453634,0.452467,-80.7885
8228,0.843817,0.204847,0,-0.207256,0.0454142,0.451742,-80.7685
8229,0.843425,0.204924,0,-0.207332,0.045465,0.45102,-80.7484
8230,0.843034,0.205,0,-0.207408,0.0455158,0.450299,-80.7283
8231,0.842641,0.205077,0,-0.207485,0.0455667,0.449579,-80.7083
8232,0.842248,0.205154,0,-0.207561,0.0456176,0.448862,-80.6882
8233,0.841854,0.205231,0,-0.207638,0.0456686,0.448146,-80.6681
8234,0.841459,0.205308,0,-0.207715,0.0457196,0.447432,-80.6481
8235,0.841064,0.205386,0,-0.207793,0.0457707,0.44672,-80.628
8236,0.840668,0.205463,0,-0.20787,0.0458218,0.446009,-80.608
8237,0.840271,0.205541,0,-0.207948,0.045873,0.4453,-80.5879
8238,0.839874,0.205619,0,-0.208026,0.0459242,0.444593,-80.5678
8239,0.839475,0.205697,0,-0.208104,0.0459755,0.443887,-80.5478
8240,0.839076,0.205775,0,-0.208183,0.0460269,0.443183,-80.5277
8241,0.838676,0.205854,0,-0.208262,0.0460783,0.442481,-80.5076
8242,0.838276,0.205932,0,-0.208341,0.0461298,0.44178,-80.4876
8243,0.837875,0.206011,0,-0.20842,0.0461813,0.441081,-80.4675
8244,0.837472,0.20609,0,-0.2085,0.0462329,0.440384,-80.4474
8245,0.837069,0.206169,0,-0.208579,0.0462845,0.439688,-80.4273
8246,0.836666,0.206249,0,-0.208659,0.0463363,0.438994,-80.4073
8247,0.836261,0.206328,0,-0.20874,0.046388,0.438302,-80.3872
8248,0.835856,0.206408,0,-0.20882,0.0464399,0.437611,-80.3671
8249,0.835449,0.206488,0,-0.208901,0.0464918,0.436922,-80.347
8250,0.835042,0.206568,0,-0.208982,0.0465438,0.436235,-80.3269
8251,0.834634,0.206649,0,-0.209063,0.0465959,0.435549,-80.3067
8252,0.834225,0.206729,0,-0.209145,0.046648,0.434865,-80.2866
8253,0.833815,0.20681,0,-0.209227,0.0467003,0.434183,-80.2665
8254,0.833405,0.206891,0,-0.209309,0.0467525,0.433502,-80.2463
8255,0.832993,0.206972,0,-0.209391,0.0468049,0.432823,-80.2262
8256,0.832581,0.207054,0,-0.209474,0.0468574,0.432145,-80.206
8257,0.832167,0.207135,0,-0.209557,0.0469099,0.431469,-80.1858
8258,0.831753,0.207217,0,-0.20964,0.0469625,0.430795,-80.1656
8259,0.831337,0.207299,0,-0.209724,0.0470153,0.430122,-80.1454
8260,0.830921,0.207381,0,-0.209808,0.0470681,0.429451,-80.1252
8261,0.830503,0.207464,0,-0.209892,0.047121,0.428781,-80.105
8262,0.830085,0.207547,0,-0.209977,0.0471739,0.428114,-80.0848
8263,0.829666,0.207629,0,-0.210061,0.047227,0.427447,-80.0645
8264,0.829245,0.207713,0,-0.210146,0.0472802,0.426783,-80.0442
8265,0.828823,0.207796,0,-0.210232,0.0473335,0.42612,-80.0239
8266,0.828401,0.20788,0,-0.210318,0.0473868,0.425458,-80.0036
8267,0.827977,0.207963,0,-0.210404,0.0474403,0.424798,-79.9833
8268,0.827552,0.208048,0,-0.21049,0.0474939,0.42414,-79.963
8269,0.827126,0.208132,0,-0.210577,0.0475476,0.423483,-79.9426
8270,0.826699,0.208216,0,-0.210664,0.0476014,0.422828,-79.9222
8271,0.826271,0.208301,0,-0.210751,0.0476553,0.422175,-79.9018
8272,0.825842,0.208386,0,-0.210839,0.0477093,0.421523,-79.8814
8273,0.825411,0.208472,0,-0.210927,0.0477634,0.420872,-79.861
8274,0.82498,0.208557,0,-0.211015,0.0478177,0.420223,-79.8405
8275,0.824547,0.208643,0,-0.211104,0.0478721,0.419576,-79.82
8276,0.824112,0.208729,0,-0.211193,0.0479266,0.41893,-79.7995
8277,0.823677,0.208816,0,-0.211283,0.0479812,0.418286,-79.7789
8278,0.82324,0.208902,0,-0.211373,0.0480359,0.417644,-79.7583
8279,0.822802,0.208989,0,-0.211463,0.0480908,0.417003,-79.7377
8280,0.822363,0.209076,0,-0.211554,0.0481458,0.416363,-79.7171
8281,0.821922,0.209164,0,-0.211645,0.048201,0.415725,-79.6965
8282,0.82148,0.209252,0,-0.211736,0.0482563,0.415089,-79.6758
8283,0.821037,0.20934,0,-0.211828,0.0483117,0.414454,-79.6551
8284,0.820592,0.209428,0,-0.21192,0.0483673,0.413821,-79.6343
8285,0.820145,0.209517,0,-0.212013,0.048423,0.413189,-79.6135
8286,0.819698,0.209606,0,-0.212106,0.0484788,0.412559,-79.5927
8287,0.819249,0.209695,0,-0.212199,0.0485349,0.411931,-79.5718
8288,0.818798,0.209784,0,-0.212293,0.048591,0.411304,-79.551
8289,0.818346,0.209874,0,-0.212388,0.0486474,0.410678,-79.53
8290,0.817892,0.209965,0,-0.212482,0.0487039,0.410054,-79.5091
8291,0.817437,0.210055,0,-0.212578,0.0487605,0.409431,-79.4881
8292,0.81698,0.210146,0,-0.212673,0.0488173,0.408811,-79.467
8293,0.816522,0.210237,0,-0.212769,0.0488743,0.408191,-79.4459
8294,0.816062,0.210329,0,-0.212866,0.0489315,0.407573,-79.4248
8295,0.8156,0.21042,0,-0.212963,0.0489889,0.406957,-79.4037
8296,0.815136,0.210513,0,-0.213061,0.0490464,0.406342,-79.3824
8297,0.814671,0.210605,0,-0.213159,0.0491041,0.405728,-79.3612
8298,0.814204,0.210698,0,-0.213257,0.049162,0.405117,-79.3399
8299,0.813736,0.210791,0,-0.213356,0.0492201,0.404506,-79.3185
8300,0.813265,0.210885,0,-0.213456,0.0492784,0.403897,-79.2971
8301,0.812793,0.210979,0,-0.213556,0.0493369,0.40329,-79.2757
8302,0.812319,0.211073,0,-0.213657,0.0493956,0.402684,-79.2542
8303,0.811843,0.211168,0,-0.213758,0.0494545,0.40208,-79.2326
8304,0.811365,0.211263,0,-0.213859,0.0495136,0.401477,-79.211
8305,0.810885,0.211359,0,-0.213962,0.0495729,0.400876,-79.1894
8306,0.810404,0.211455,0,-0.214065,0.0496324,0.400276,-79.1676
8307,0.80992,0.211551,0,-0.214168,0.0496922,0.399677,-79.1459
8308,0.809434,0.211648,0,-0.214272,0.0497522,0.399081,-79.124
8309,0.808946,0.211745,0,-0.214376,0.0498124,0.398485,-79.1021
8310,0.808456,0.211842,0,-0.214482,0.0498729,0.397891,-79.0802
8311,0.807963,0.21194,0,-0.214587,0.0499336,0.397299,-79.0581
8312,0.807469,0.212039,0,-0.214694,0.0499946,0.396708,-79.0361
8313,0.806972,0.212138,0,-0.214801,0.0500558,0.396119,-79.0139
8314,0.806473,0.212237,0,-0.214909,0.0501173,0.395531,-78.9917
8315,0.805972,0.212337,0,-0.215017,0.050179,0.394944,-78.9694
8316,0.805469,0.212437,0,-0.215126,0.050241,0.394359,-78.947
8317,0.804963,0.212538,0,-0.215236,0.0503033,0.393775,-78.9246
8318,0.804454,0.212639,0,-0.215346,0.0503658,0.393193,-78.9021
8319,0.803943,0.212741,0,-0.215457,0.0504287,0.392613,-78.8795
8320,0.80343,0.212843,0,-0.215569,0.0504918,0.392034,-78.8568
8321,0.802914,0.212946,0,-0.215681,0.0505552,0.391456,-78.834
8322,0.802395,0.213049,0,-0.215795,0.050619,0.39088,-78.8112
8323,0.801874,0.213153,0,-0.215909,0.050683,0.390305,-78.7883
8324,0.80135,0.213257,0,-0.216024,0.0507474,0.389732,-78.7653
8325,0.800823,0.213362,0,-0.216139,0.0508121,0.38916,-78.7422
8326,0.800293,0.213468,0,-0.216256,0.0508772,0.38859,-78.719
8327,0.799761,0.213574,0,-0.216373,0.0509425,0.388021,-78.6957
8328,0.799225,0.21368,0,-0.216491,0.0510082,0.387453,-78.6723
8329,0.798687,0.213787,0,-0.21661,0.0510743,0.386887,-78.6489
8330,0.798145,0.213895,0,-0.21673,0.0511407,0.386323,-78.6253
8331,0.797601,0.214004,0,-0.216851,0.0512075,0.38576,-78.6016
8332,0.797053,0.214112,0,-0.216972,0.0512746,0.385198,-78.5778
8333,0.796502,0.214222,0,-0.217095,0.0513422,0.384638,-78.5539
8334,0.795948,0.214332,0,-0.217218,0.0514101,0.384079,-78.5299
8335,0.79539,0.214443,0,-0.217343,0.0514784,0.383522,-78.5058
8336,0.794829,0.214555,0,-0.217468,0.0515471,0.382966,-78.4816
8337,0.794265,0.214667,0,-0.217595,0.0516163,0.382412,-78.4573
8338,0.793697,0.21478,0,-0.217722,0.0516858,0.381859,-78.4328
8339,0.793125,0.214893,0,-0.21785,0.0517558,0.381307,-78.4082
8340,0.79255,0.215008,0,-0.21798,0.0518262,0.380757,-78.3835
8341,0.79197,0.215123,0,-0.21811,0.0518971,0.380208,-78.3587
8342,0.791388,0.215239,0,-0.218242,0.0519685,0.379661,-78.3337
8343,0.790801,0.215355,0,-0.218375,0.0520403,0.379115,-78.3086
8344,0.79021,0.215472,0,-0.218509,0.0521126,0.378571,-78.2834
8345,0.789615,0.21559,0,-0.218644,0.0521854,0.378028,-78.258
8346,0.789016,0.215709,0,-0.21878,0.0522587,0.377487,-78.2325
8347,0.788413,0.215829,0,-0.218918,0.0523326,0.376947,-78.2068
8348,0.787805,0.215949,0,-0.219057,0.0524069,0.376408,-78.181
8349,0.787193,0.216071,0,-0.219197,0.0524818,0.375871,-78.155
8350,0.786576,0.216193,0,-0.219338,0.0525573,0.375336,-78.1289
8351,0.785955,0.216316,0,-0.219481,0.0526333,0.374801,-78.1026
8352,0.785329,0.21644,0,-0.219625,0.0527099,0.374269,-78.0762
8353,0.784698,0.216565,0,-0.219771,0.0527871,0.373737,-78.0495
8354,0.784063,0.216691,0,-0.219918,0.0528649,0.373207,-78.0227
8355,0.783422,0.216818,0,-0.220067,0.0529434,0.372679,-77.9957
8356,0.782776,0.216945,0,-0.220217,0.0530224,0.372152,-77.9686
8357,0.782125,0.217074,0,-0.220368,0.0531022,0.371626,-77.9412
8358,0.781468,0.217204,0,-0.220522,0.0531826,0.371102,-77.9137
8359,0.780806,0.217335,0,-0.220676,0.0532636,0.37058,-77.8859
8360,0.780138,0.217467,0,-0.220833,0.0533454,0.370058,-77.858
8361,0.779465,0.2176,0,-0.220991,0.0534279,0.369539,-77.8298
8362,0.778785,0.217734,0,-0.221151,0.0535112,0.36902,-77.8014
8363,0.7781,0.217869,0,-0.221313,0.0535952,0.368503,-77.7729
8364,0.777408,0.218005,0,-0.221477,0.0536799,0.367988,-77.744
8365,0.77671,0.218143,0,-0.221642,0.0537655,0.367474,-77.715
8366,0.776005,0.218282,0,-0.22181,0.0538519,0.366961,-77.6857
8367,0.775294,0.218422,0,-0.221979,0.0539392,0.36645,-77.6562
8368,0.774576,0.218563,0,-0.222151,0.0540272,0.36594,-77.6264
8369,0.773851,0.218706,0,-0.222324,0.0541162,0.365432,-77.5964
8370,0.773119,0.21885,0,-0.2225,0.0542061,0.364925,-77.5661
8371,0.77238,0.218995,0,-0.222678,0.054297,0.36442,-77.5356
8372,0.771633,0.219142,0,-0.222859,0.0543888,0.363916,-77.5048
8373,0.770878,0.21929,0,-0.223041,0.0544816,0.363414,-77.4736
8374,0.770115,0.21944,0,-0.223227,0.0545755,0.362913,-77.4422
8375,0.769344,0.219591,0,-0.223414,0.0546703,0.362413,-77.4105
8376,0.768565,0.219743,0,-0.223605,0.0547663,0.361915,-77.3785
8377,0.767777,0.219898,0,-0.223797,0.0548633,0.361418,-77.3462
8378,0.766981,0.220054,0,-0.223993,0.0549615,0.360923,-77.3135
8379,0.766175,0.220211,0,-0.224191,0.0550608,0.36043,-77.2805
8380,0.76536,0.22037,0,-0.224393,0.0551613,0.359937,-77.2472
8381,0.764535,0.220532,0,-0.224597,0.0552631,0.359447,-77.2135
8382,0.763701,0.220694,0,-0.224804,0.0553662,0.358958,-77.1794
8383,0.762857,0.220859,0,-0.225015,0.0554706,0.35847,-77.145
8384,0.762002,0.221026,0,-0.225229,0.0555763,0.357984,-77.1101
8385,0.761137,0.221194,0,-0.225446,0.0556834,0.357499,-77.0749
8386,0.76026,0.221365,0,-0.225666,0.055792,0.357016,-77.0393
8387,0.759372,0.221537,0,-0.225891,0.055902,0.356534,-77.0032
8388,0.758473,0.221712,0,-0.226119,0.0560136,0.356054,-76.9667
8389,0.757562,0.221889,0,-0.226351,0.0561268,0.355575,-76.9297
8390,0.756638,0.222068,0,-0.226586,0.0562416,0.355098,-76.8923
8391,0.755702,0.222249,0,-0.226826,0.0563581,0.354622,-76.8544
8392,0.754752,0.222433,0,-0.227071,0.0564763,0.354148,-76.816
8393,0.753789,0.222619,0,-0.227319,0.0565964,0.353675,-76.7771
8394,0.752812,0.222808,0,-0.227572,0.0567183,0.353204,-76.7377
8395,0.751821,0.222999,0,-0.22783,0.0568421,0.352734,-76.6977
8396,0.750815,0.223193,0,-0.228093,0.0569679,0.352266,-76.6572
8397,0.749794,0.22339,0,-0.228361,0.0570958,0.3518,-76.616
