exposed_variables | time (ms),exposed_variables | h (dimensionless),exposed_variables | i_K (uA_per_mm2),exposed_variables | i_Leak (uA_per_mm2),exposed_variables | i_Na (uA_per_mm2),exposed_variables | m (dimensionless),exposed_variables | n (dimensionless),exposed_variables | V (mV)
8398,0.748756,0.22359,0,-0.228634,0.0572258,0.351335,-76.5743
8399,0.747703,0.223792,0,-0.228913,0.0573581,0.350872,-76.5319
8400,0.746632,0.223998,0,-0.229198,0.0574926,0.35041,-76.4889
8401,0.745544,0.224206,0,-0.229488,0.0576295,0.34995,-76.4453
8402,0.744438,0.224418,0,-0.229784,0.0577689,0.349491,-76.4009
8403,0.743313,0.224633,0,-0.230087,0.0579109,0.349034,-76.3558
8404,0.742169,0.224852,0,-0.230397,0.0580555,0.348579,-76.31
8405,0.741004,0.225074,0,-0.230714,0.0582029,0.348125,-76.2634
8406,0.739819,0.2253,0,-0.231038,0.0583532,0.347673,-76.216
8407,0.738613,0.22553,0,-0.231369,0.0585064,0.347223,-76.1677
8408,0.737384,0.225763,0,-0.231708,0.0586628,0.346774,-76.1186
8409,0.736131,0.226001,0,-0.232056,0.0588225,0.346327,-76.0686
8410,0.734855,0.226243,0,-0.232412,0.0589855,0.345882,-76.0177
8411,0.733554,0.226489,0,-0.232778,0.059152,0.345438,-75.9658
8412,0.732226,0.22674,0,-0.233152,0.0593222,0.344996,-75.9129
8413,0.730872,0.226995,0,-0.233537,0.0594963,0.344556,-75.8589
8414,0.729489,0.227255,0,-0.233932,0.0596743,0.344117,-75.8038
8415,0.728077,0.227521,0,-0.234338,0.0598566,0.34368,-75.7476
8416,0.726634,0.227792,0,-0.234755,0.0600432,0.343245,-75.6902
8417,0.72516,0.228068,0,-0.235184,0.0602344,0.342812,-75.6315
8418,0.723652,0.22835,0,-0.235626,0.0604305,0.342381,-75.5715
8419,0.72211,0.228638,0,-0.236081,0.0606316,0.341951,-75.5102
8420,0.720531,0.228932,0,-0.23655,0.0608379,0.341524,-75.4475
8421,0.718915,0.229232,0,-0.237034,0.0610498,0.341098,-75.3832
8422,0.717259,0.22954,0,-0.237533,0.0612676,0.340674,-75.3174
8423,0.715562,0.229854,0,-0.238049,0.0614915,0.340252,-75.2499
8424,0.713821,0.230176,0,-0.238583,0.0617218,0.339832,-75.1808
8425,0.712035,0.230505,0,-0.239134,0.061959,0.339414,-75.1098
8426,0.710201,0.230842,0,-0.239705,0.0622033,0.338998,-75.0369
8427,0.708317,0.231188,0,-0.240297,0.0624552,0.338584,-74.962
8428,0.70638,0.231543,0,-0.240911,0.0627152,0.338173,-74.885
8429,0.704389,0.231907,0,-0.241548,0.0629836,0.337763,-74.8058
8430,0.702339,0.23228,0,-0.242211,0.0632611,0.337355,-74.7243
8431,0.700227,0.232664,0,-0.242899,0.0635481,0.33695,-74.6403
8432,0.698051,0.233058,0,-0.243617,0.0638452,0.336547,-74.5537
8433,0.695806,0.233464,0,-0.244364,0.0641531,0.336146,-74.4642
8434,0.693489,0.233881,0,-0.245145,0.0644724,0.335748,-74.3719
8435,0.691096,0.234311,0,-0.24596,0.0648041,0.335352,-74.2765
8436,0.688622,0.234754,0,-0.246813,0.0651488,0.334958,-74.1777
8437,0.686061,0.235211,0,-0.247707,0.0655075,0.334567,-74.0754
8438,0.683409,0.235683,0,-0.248644,0.0658812,0.334178,-73.9693
8439,0.68066,0.23617,0,-0.249629,0.066271,0.333792,-73.8593
8440,0.677808,0.236674,0,-0.250665,0.0666781,0.333409,-73.7449
8441,0.674846,0.237195,0,-0.251757,0.067104,0.333029,-73.626
8442,0.671765,0.237735,0,-0.252909,0.06755,0.332651,-73.5021
8443,0.668558,0.238295,0,-0.254128,0.0680178,0.332277,-73.3729
8444,0.665217,0.238876,0,-0.25542,0.0685093,0.331905,-73.2381
8445,0.66173,0.23948,0,-0.256791,0.0690265,0.331537,-73.0971
8446,0.658086,0.240108,0,-0.25825,0.0695718,0.331172,-72.9494
8447,0.654275,0.240762,0,-0.259806,0.0701477,0.330811,-72.7945
8448,0.650281,0.241443,0,-0.26147,0.0707573,0.330453,-72.6317
8449,0.646091,0.242155,0,-0.263253,0.0714039,0.330099,-72.4604
8450,0.641686,0.242899,0,-0.265169,0.0720913,0.329749,-72.2798
8451,0.637049,0.243677,0,-0.267235,0.0728238,0.329403,-72.0889
8452,0.632159,0.244493,0,-0.269469,0.0736066,0.329061,-71.8868
8453,0.62699,0.24535,0,-0.271894,0.0744455,0.328724,-71.6722
8454,0.621518,0.246252,0,-0.274536,0.0753473,0.328392,-71.4439
8455,0.615709,0.247202,0,-0.277426,0.0763199,0.328065,-71.2003
8456,0.60953,0.248205,0,-0.280602,0.0773728,0.327743,-70.9395
8457,0.602939,0.249266,0,-0.284109,0.0785171,0.327427,-70.6595
8458,0.59589,0.250391,0,-0.288002,0.0797661,0.327118,-70.3579
8459,0.588328,0.251586,0,-0.29235,0.0811363,0.326815,-70.0316
8460,0.580189,0.25286,0,-0.29724,0.0826473,0.32652,-69.6772
8461,0.571398,0.254222,0,-0.302778,0.0843238,0.326233,-69.2903
8462,0.561864,0.255681,0,-0.309104,0.086196,0.325955,-68.866
8463,0.55148,0.257249,0,-0.316397,0.088303,0.325687,-68.3976
8464,0.540114,0.25894,0,-0.324897,0.0906947,0.32543,-67.8771
8465,0.527605,0.260772,0,-0.334926,0.0934368,0.325185,-67.2944
8466,0.513754,0.262763,0,-0.346936,0.0966175,0.324954,-66.6362
8467,0.498308,0.264938,0,-0.361559,0.100357,0.32474,-65.8848
8468,0.480942,0.267322,0,-0.379731,0.104826,0.324545,-65.0165
8469,0.461232,0.269949,0,-0.402878,0.110273,0.324373,-63.9982
8470,0.438609,0.272856,0,-0.433268,0.117076,0.324229,-62.7818
8471,0.412293,0.276083,0,-0.474735,0.125843,0.32412,-61.295
8472,0.381176,0.279666,0,-0.53421,0.13761,0.324057,-59.4224
8473,0.343641,0.283613,0,-0.625425,0.154302,0.324056,-56.9667
8474,0.297268,0.287823,0,-0.779056,0.179935,0.324147,-53.5567
8475,0.238562,0.291804,0,-1.07604,0.224333,0.324386,-48.3942
8476,0.164266,0.293559,0,-1.79063,0.318133,0.324905,-39.3859
8477,0.0836872,0.285567,0,-4.25842,0.596052,0.326123,-18.9091
8478,0.0326199,0.286973,0,-2.81092,0.988311,0.329354,17.9289
8479,0.0123608,0.299985,0,-0.651122,0.999445,0.33414,27.1728
8480,0.00484472,0.302641,0,-0.248221,0.999583,0.339154,28.0402
8481,0.0020849,0.302055,0,-0.126528,0.999508,0.344108,26.9925
8482,0.00109213,0.300594,0,-0.0845032,0.999339,0.348927,25.3289
8483,0.000757336,0.299066,0,-0.0730619,0.999076,0.353589,23.4737
8484,0.00066909,0.297751,0,-0.0748241,0.998702,0.35809,21.5974
8485,0.000674496,0.296728,0,-0.0825923,0.998198,0.362435,19.7738
8486,0.000716349,0.296,0,-0.0932246,0.997543,0.366631,18.0355
8487,0.000772938,0.295542,0,-0.105301,0.996717,0.370686,16.3974
8488,0.00083571,0.295321,0,-0.118128,0.995708,0.374609,14.8662
8489,0.000901003,0.295304,0,-0.131316,0.994509,0.37841,13.4446
8490,0.000966982,0.295459,0,-0.144595,0.993126,0.382098,12.1328
8491,0.0010325,0.29576,0,-0.15775,0.991573,0.385681,10.9294
8492,0.00109669,0.296183,0,-0.170598,0.989872,0.389167,9.83144
8493,0.0011589,0.296705,0,-0.182986,0.988057,0.392564,8.83477
8494,0.00121854,0.297311,0,-0.194786,0.986161,0.39588,7.93425
8495,0.00127519,0.297986,0,-0.205907,0.984222,0.399122,7.12394
8496,0.00132853,0.298717,0,-0.216285,0.982276,0.402296,6.39737
8497,0.00137836,0.299496,0,-0.225888,0.980355,0.405407,5.74777
8498,0.00142459,0.300314,0,-0.23471,0.978485,0.408462,5.16829
8499,0.00146722,0.301165,0,-0.242766,0.976687,0.411465,4.65216
8500,0.00150635,0.302044,0,-0.250087,0.974976,0.41442,4.19287
8501,0.0015421,0.302948,0,-0.256716,0.973363,0.417331,3.78422
8502,0.00157468,0.303874,0,-0.262701,0.97185,0.420201,3.42048
8503,0.0016043,0.304819,0,-0.268098,0.970441,0.423033,3.09633
8504,0.00163121,0.305781,0,-0.272963,0.969133,0.42583,2.80695
8505,0.00165563,0.306759,0,-0.277347,0.967919,0.428595,2.54797
8506,0.00167782,0.307752,0,-0.281304,0.966797,0.431329,2.31551
8507,0.00169801,0.308759,0,-0.284883,0.965757,0.434033,2.10608
8508,0.00171641,0.309779,0,-0.288129,0.964794,0.436711,1.91661
8509,0.00173324,0.310812,0,-0.291083,0.9639,0.439362,1.7444
8510,0.00174869,0.311856,0,-0.293782,0.963067,0.441988,1.58706
8511,0.00176292,0.312912,0,-0.29626,0.962288,0.44459,1.44252
8512,0.0017761,0.313979,0,-0.298547,0.961557,0.447169,1.30897
8513,0.00178837,0.315056,0,-0.300667,0.960868,0.449725,1.18483
8514,0.00179985,0.316144,0,-0.302646,0.960215,0.452261,1.06873
8515,0.00181065,0.317242,0,-0.304502,0.959593,0.454775,0.95949
8516,0.00182087,0.318349,0,-0.306253,0.958997,0.457268,0.85608
8517,0.00183059,0.319466,0,-0.307916,0.958424,0.459742,0.757616
8518,0.0018399,0.320593,0,-0.309503,0.957869,0.462196,0.663337
8519,0.00184885,0.321728,0,-0.311026,0.95733,0.464631,0.572585
8520,0.00185751,0.322871,0,-0.312494,0.956804,0.467047,0.484796
8521,0.00186593,0.324023,0,-0.313917,0.956288,0.469444,0.399485
8522,0.00187414,0.325184,0,-0.315303,0.95578,0.471823,0.316234
8523,0.00188218,0.326352,0,-0.316656,0.955278,0.474184,0.234689
8524,0.0018901,0.327528,0,-0.317984,0.95478,0.476527,0.154544
8525,0.00189791,0.328711,0,-0.31929,0.954285,0.478852,0.075539
8526,0.00190563,0.329902,0,-0.320579,0.953792,0.48116,-0.00254899
8527,0.00191331,0.3311,0,-0.321853,0.9533,0.483451,-0.0799091
8528,0.00192094,0.332304,0,-0.323117,0.952807,0.485724,-0.156702
8529,0.00192854,0.333515,0,-0.324373,0.952313,0.487981,-0.233066
8530,0.00193613,0.334733,0,-0.325622,0.951816,0.490221,-0.309115
8531,0.00194372,0.335957,0,-0.326866,0.951318,0.492444,-0.384948
8532,0.00195132,0.337187,0,-0.328108,0.950815,0.49465,-0.460648
8533,0.00195894,0.338422,0,-0.329347,0.95031,0.49684,-0.536283
8534,0.00196658,0.339663,0,-0.330586,0.9498,0.499014,-0.611913
8535,0.00197425,0.34091,0,-0.331825,0.949286,0.501171,-0.687584
8536,0.00198196,0.342161,0,-0.333064,0.948767,0.503313,-0.763339
8537,0.0019897,0.343418,0,-0.334305,0.948243,0.505438,-0.839209
8538,0.00199749,0.344679,0,-0.335548,0.947714,0.507548,-0.915222
8539,0.00200533,0.345945,0,-0.336793,0.94718,0.509642,-0.9914
8540,0.00201321,0.347216,0,-0.338041,0.946639,0.51172,-1.06776
8541,0.00202115,0.34849,0,-0.339291,0.946093,0.513783,-1.14432
8542,0.00202914,0.349769,0,-0.340545,0.945542,0.515831,-1.22108
8543,0.00203719,0.351051,0,-0.341801,0.944984,0.517863,-1.29806
8544,0.00204529,0.352337,0,-0.34306,0.94442,0.51988,-1.37525
8545,0.00205345,0.353627,0,-0.344323,0.94385,0.521882,-1.45268
8546,0.00206166,0.35492,0,-0.345588,0.943273,0.523868,-1.53033
8547,0.00206994,0.356215,0,-0.346857,0.94269,0.52584,-1.6082
8548,0.00207828,0.357514,0,-0.348128,0.942101,0.527797,-1.68631
8549,0.00208667,0.358816,0,-0.349403,0.941506,0.52974,-1.76464
8550,0.00209513,0.36012,0,-0.35068,0.940903,0.531668,-1.84319
8551,0.00210365,0.361426,0,-0.35196,0.940295,0.533581,-1.92196
8552,0.00211222,0.362735,0,-0.353242,0.939679,0.53548,-2.00096
8553,0.00212086,0.364045,0,-0.354527,0.939057,0.537364,-2.08016
8554,0.00212956,0.365357,0,-0.355815,0.938429,0.539234,-2.15958
8555,0.00213833,0.366671,0,-0.357104,0.937794,0.541091,-2.23921
8556,0.00214715,0.367987,0,-0.358396,0.937152,0.542933,-2.31903
8557,0.00215603,0.369304,0,-0.359689,0.936503,0.544761,-2.39906
8558,0.00216498,0.370622,0,-0.360985,0.935848,0.546575,-2.47927
8559,0.00217399,0.371941,0,-0.362281,0.935186,0.548376,-2.55968
8560,0.00218305,0.373261,0,-0.363579,0.934517,0.550163,-2.64027
8561,0.00219218,0.374581,0,-0.364879,0.933842,0.551936,-2.72104
8562,0.00220137,0.375902,0,-0.366179,0.93316,0.553696,-2.80198
8563,0.00221062,0.377224,0,-0.367481,0.93247,0.555442,-2.88309
8564,0.00221994,0.378546,0,-0.368783,0.931775,0.557175,-2.96436
8565,0.00222931,0.379867,0,-0.370085,0.931072,0.558895,-3.0458
8566,0.00223875,0.381189,0,-0.371388,0.930363,0.560602,-3.12739
8567,0.00224824,0.38251,0,-0.372692,0.929646,0.562295,-3.20914
8568,0.0022578,0.383831,0,-0.373995,0.928923,0.563976,-3.29103
8569,0.00226741,0.385151,0,-0.375299,0.928193,0.565644,-3.37306
8570,0.00227709,0.386471,0,-0.376602,0.927456,0.567299,-3.45524
8571,0.00228683,0.38779,0,-0.377905,0.926713,0.568942,-3.53755
8572,0.00229663,0.389108,0,-0.379207,0.925962,0.570571,-3.61999
8573,0.00230649,0.390425,0,-0.380508,0.925205,0.572189,-3.70256
8574,0.00231641,0.39174,0,-0.381809,0.924441,0.573794,-3.78526
8575,0.0023264,0.393054,0,-0.383109,0.92367,0.575386,-3.86808
8576,0.00233644,0.394367,0,-0.384407,0.922892,0.576966,-3.95101
8577,0.00234655,0.395678,0,-0.385705,0.922107,0.578534,-4.03406
8578,0.00235671,0.396987,0,-0.387,0.921315,0.58009,-4.11722
8579,0.00236694,0.398294,0,-0.388295,0.920516,0.581634,-4.2005
8580,0.00237723,0.399599,0,-0.389587,0.919711,0.583166,-4.28388
8581,0.00238758,0.400902,0,-0.390877,0.918898,0.584686,-4.36736
8582,0.00239799,0.402202,0,-0.392166,0.918079,0.586195,-4.45095
8583,0.00240846,0.4035,0,-0.393452,0.917252,0.587691,-4.53463
8584,0.002419,0.404796,0,-0.394736,0.916419,0.589176,-4.61841
8585,0.0024296,0.406089,0,-0.396018,0.915578,0.59065,-4.70229
8586,0.00244026,0.407379,0,-0.397297,0.914731,0.592112,-4.78626
8587,0.00245098,0.408666,0,-0.398573,0.913877,0.593562,-4.87033
8588,0.00246177,0.409951,0,-0.399847,0.913016,0.595002,-4.95448
8589,0.00247261,0.411232,0,-0.401117,0.912147,0.59643,-5.03872
8590,0.00248353,0.412509,0,-0.402385,0.911272,0.597847,-5.12305
8591,0.0024945,0.413784,0,-0.403649,0.91039,0.599253,-5.20747
8592,0.00250554,0.415055,0,-0.40491,0.909501,0.600648,-5.29197
8593,0.00251664,0.416322,0,-0.406167,0.908604,0.602032,-5.37655
8594,0.00252781,0.417586,0,-0.407421,0.907701,0.603405,-5.46122
8595,0.00253905,0.418846,0,-0.408671,0.906791,0.604767,-5.54597
8596,0.00255034,0.420102,0,-0.409917,0.905873,0.606119,-5.6308
8597,0.00256171,0.421354,0,-0.411159,0.904948,0.60746,-5.71572
8598,0.00257314,0.422602,0,-0.412398,0.904017,0.60879,-5.80071
8599,0.00258463,0.423846,0,-0.413632,0.903078,0.61011,-5.88579
8600,0.0025962,0.425085,0,-0.414862,0.902132,0.611419,-5.97094
8601,0.00260783,0.42632,0,-0.416087,0.901179,0.612719,-6.05618
8602,0.00261953,0.427551,0,-0.417308,0.900218,0.614008,-6.14149
8603,0.00263129,0.428777,0,-0.418525,0.899251,0.615286,-6.22688
8604,0.00264313,0.429998,0,-0.419736,0.898276,0.616555,-6.31236
8605,0.00265503,0.431215,0,-0.420943,0.897294,0.617813,-6.39792
8606,0.00266701,0.432426,0,-0.422145,0.896305,0.619062,-6.48355
8607,0.00267905,0.433633,0,-0.423342,0.895308,0.6203,-6.56927
8608,0.00269117,0.434835,0,-0.424534,0.894305,0.621529,-6.65507
8609,0.00270336,0.436032,0,-0.425721,0.893293,0.622748,-6.74096
8610,0.00271562,0.437224,0,-0.426902,0.892275,0.623957,-6.82693
8611,0.00272796,0.43841,0,-0.428078,0.891249,0.625156,-6.91299
8612,0.00274036,0.439591,0,-0.429248,0.890216,0.626346,-6.99913
8613,0.00275285,0.440766,0,-0.430413,0.889175,0.627526,-7.08536
8614,0.00276541,0.441936,0,-0.431573,0.888127,0.628697,-7.17168
8615,0.00277804,0.443101,0,-0.432726,0.887072,0.629858,-7.2581
8616,0.00279075,0.44426,0,-0.433874,0.886008,0.63101,-7.3446
8617,0.00280354,0.445413,0,-0.435016,0.884938,0.632152,-7.4312
8618,0.00281641,0.44656,0,-0.436151,0.88386,0.633286,-7.51789
8619,0.00282936,0.447701,0,-0.437281,0.882774,0.63441,-7.60468
8620,0.00284238,0.448837,0,-0.438404,0.881681,0.635525,-7.69156
8621,0.00285549,0.449966,0,-0.439521,0.88058,0.636631,-7.77855
8622,0.00286868,0.45109,0,-0.440632,0.879471,0.637728,-7.86564
8623,0.00288195,0.452207,0,-0.441736,0.878354,0.638816,-7.95284
8624,0.00289531,0.453318,0,-0.442834,0.87723,0.639895,-8.04015
8625,0.00290876,0.454423,0,-0.443925,0.876098,0.640965,-8.12757
8626,0.00292229,0.455521,0,-0.44501,0.874958,0.642027,-8.21511
8627,0.0029359,0.456613,0,-0.446088,0.87381,0.64308,-8.30276
8628,0.00294961,0.457698,0,-0.447159,0.872654,0.644124,-8.39053
8629,0.00296341,0.458777,0,-0.448223,0.87149,0.645159,-8.47843
8630,0.00297729,0.45985,0,-0.44928,0.870318,0.646186,-8.56644
8631,0.00299127,0.460915,0,-0.45033,0.869138,0.647204,-8.65459
8632,0.00300534,0.461974,0,-0.451372,0.86795,0.648214,-8.74287
8633,0.00301951,0.463026,0,-0.452408,0.866753,0.649216,-8.83128
8634,0.00303378,0.464071,0,-0.453436,0.865548,0.650209,-8.91984
8635,0.00304814,0.46511,0,-0.454457,0.864335,0.651194,-9.00854
8636,0.0030626,0.466141,0,-0.455471,0.863114,0.65217,-9.09738
8637,0.00307716,0.467165,0,-0.456477,0.861884,0.653139,-9.18638
8638,0.00309183,0.468183,0,-0.457475,0.860645,0.654099,-9.27552
8639,0.0031066,0.469193,0,-0.458466,0.859398,0.655051,-9.36483
8640,0.00312147,0.470196,0,-0.459449,0.858143,0.655995,-9.45431
8641,0.00313645,0.471191,0,-0.460424,0.856878,0.656931,-9.54395
8642,0.00315154,0.47218,0,-0.461392,0.855605,0.657859,-9.63376
8643,0.00316674,0.473161,0,-0.462351,0.854323,0.658779,-9.72375
8644,0.00318206,0.474135,0,-0.463303,0.853032,0.659692,-9.81392
8645,0.00319748,0.475101,0,-0.464246,0.851732,0.660596,-9.90428
8646,0.00321303,0.476059,0,-0.465181,0.850423,0.661493,-9.99483
8647,0.00322869,0.47701,0,-0.466108,0.849105,0.662382,-10.0856
8648,0.00324447,0.477954,0,-0.467027,0.847777,0.663263,-10.1765
8649,0.00326038,0.47889,0,-0.467937,0.84644,0.664136,-10.2677
8650,0.00327641,0.479818,0,-0.468839,0.845093,0.665002,-10.3591
8651,0.00329257,0.480738,0,-0.469733,0.843737,0.665861,-10.4507
8652,0.00330886,0.481651,0,-0.470617,0.842372,0.666712,-10.5425
8653,0.00332527,0.482555,0,-0.471493,0.840996,0.667555,-10.6346
8654,0.00334183,0.483452,0,-0.472361,0.83961,0.668391,-10.7269
8655,0.00335852,0.484341,0,-0.473219,0.838215,0.66922,-10.8194
8656,0.00337535,0.485221,0,-0.474069,0.836809,0.670041,-10.9122
8657,0.00339232,0.486094,0,-0.474909,0.835393,0.670855,-11.0053
8658,0.00340944,0.486958,0,-0.475741,0.833967,0.671661,-11.0987
8659,0.00342671,0.487815,0,-0.476564,0.83253,0.67246,-11.1923
8660,0.00344413,0.488663,0,-0.477377,0.831083,0.673253,-11.2862
8661,0.0034617,0.489503,0,-0.478181,0.829625,0.674037,-11.3804
8662,0.00347943,0.490334,0,-0.478976,0.828156,0.674815,-11.4748
8663,0.00349732,0.491157,0,-0.479761,0.826676,0.675586,-11.5697
8664,0.00351537,0.491972,0,-0.480537,0.825185,0.676349,-11.6648
8665,0.00353359,0.492778,0,-0.481303,0.823682,0.677106,-11.7602
8666,0.00355199,0.493576,0,-0.482059,0.822168,0.677856,-11.856
8667,0.00357056,0.494365,0,-0.482806,0.820642,0.678598,-11.9522
8668,0.00358931,0.495145,0,-0.483543,0.819104,0.679334,-12.0487
8669,0.00360824,0.495917,0,-0.484269,0.817554,0.680062,-12.1456
8670,0.00362736,0.49668,0,-0.484986,0.815992,0.680784,-12.2428
8671,0.00364667,0.497434,0,-0.485693,0.814418,0.681499,-12.3405
8672,0.00366618,0.498179,0,-0.486389,0.81283,0.682207,-12.4385
8673,0.00368589,0.498915,0,-0.487075,0.81123,0.682909,-12.537
8674,0.00370581,0.499643,0,-0.487751,0.809617,0.683603,-12.6358
8675,0.00372593,0.500361,0,-0.488415,0.807991,0.684291,-12.7352
8676,0.00374628,0.50107,0,-0.48907,0.806351,0.684973,-12.8349
8677,0.00376684,0.501771,0,-0.489713,0.804697,0.685647,-12.9352
8678,0.00378763,0.502462,0,-0.490346,0.80303,0.686315,-13.0359
8679,0.00380866,0.503143,0,-0.490967,0.801348,0.686976,-13.1371
8680,0.00382992,0.503815,0,-0.491577,0.799651,0.687631,-13.2388
8681,0.00385143,0.504478,0,-0.492176,0.79794,0.688279,-13.3411
8682,0.0038732,0.505132,0,-0.492764,0.796214,0.68892,-13.4439
8683,0.00389522,0.505776,0,-0.49334,0.794472,0.689555,-13.5472
8684,0.0039175,0.50641,0,-0.493905,0.792715,0.690183,-13.6511
8685,0.00394006,0.507035,0,-0.494457,0.790941,0.690805,-13.7557
8686,0.00396291,0.507649,0,-0.494998,0.789152,0.691421,-13.8608
8687,0.00398604,0.508254,0,-0.495526,0.787345,0.69203,-13.9665
8688,0.00400946,0.50885,0,-0.496042,0.785522,0.692632,-14.0729
8689,0.0040332,0.509435,0,-0.496546,0.783681,0.693228,-14.18
8690,0.00405725,0.51001,0,-0.497037,0.781822,0.693818,-14.2877
8691,0.00408162,0.510575,0,-0.497515,0.779945,0.694401,-14.3962
8692,0.00410633,0.511129,0,-0.49798,0.778049,0.694978,-14.5054
8693,0.00413138,0.511674,0,-0.498432,0.776135,0.695549,-14.6154
8694,0.00415679,0.512208,0,-0.49887,0.774201,0.696113,-14.7261
8695,0.00418257,0.512731,0,-0.499295,0.772246,0.696671,-14.8377
8696,0.00420872,0.513244,0,-0.499706,0.770272,0.697222,-14.9501
8697,0.00423526,0.513746,0,-0.500103,0.768276,0.697768,-15.0633
8698,0.00426221,0.514237,0,-0.500485,0.766259,0.698307,-15.1775
8699,0.00428958,0.514718,0,-0.500853,0.764219,0.698839,-15.2925
8700,0.00431737,0.515187,0,-0.501206,0.762158,0.699365,-15.4086
8701,0.00434561,0.515645,0,-0.501544,0.760072,0.699885,-15.5256
8702,0.00437432,0.516092,0,-0.501866,0.757963,0.700399,-15.6436
8703,0.0044035,0.516527,0,-0.502172,0.755829,0.700907,-15.7627
8704,0.00443318,0.516951,0,-0.502463,0.75367,0.701408,-15.8829
8705,0.00446337,0.517364,0,-0.502737,0.751485,0.701903,-16.0042
8706,0.00449409,0.517764,0,-0.502994,0.749274,0.702391,-16.1267
8707,0.00452537,0.518152,0,-0.503235,0.747035,0.702874,-16.2503
8708,0.00455722,0.518529,0,-0.503457,0.744767,0.70335,-16.3753
8709,0.00458966,0.518893,0,-0.503662,0.742471,0.703819,-16.5016
8710,0.00462273,0.519244,0,-0.503848,0.740144,0.704283,-16.6292
8711,0.00465644,0.519583,0,-0.504016,0.737786,0.70474,-16.7582
8712,0.00469082,0.519909,0,-0.504164,0.735396,0.705191,-16.8886
8713,0.00472589,0.520223,0,-0.504293,0.732974,0.705635,-17.0206
8714,0.00476169,0.520522,0,-0.504401,0.730517,0.706073,-17.1542
8715,0.00479825,0.520809,0,-0.504488,0.728025,0.706505,-17.2893
8716,0.0048356,0.521082,0,-0.504554,0.725497,0.70693,-17.4262
8717,0.00487378,0.521341,0,-0.504598,0.722931,0.707349,-17.5648
8718,0.00491282,0.521586,0,-0.504619,0.720326,0.707761,-17.7053
8719,0.00495276,0.521816,0,-0.504616,0.717681,0.708168,-17.8476
8720,0.00499364,0.522032,0,-0.504589,0.714994,0.708567,-17.992
8721,0.00503551,0.522233,0,-0.504538,0.712264,0.70896,-18.1384
8722,0.00507841,0.522419,0,-0.504461,0.709489,0.709347,-18.2869
8723,0.0051224,0.522589,0,-0.504357,0.706668,0.709727,-18.4377
8724,0.00516752,0.522743,0,-0.504225,0.703798,0.7101,-18.5908
8725,0.00521384,0.522882,0,-0.504065,0.700879,0.710467,-18.7464
8726,0.00526141,0.523003,0,-0.503876,0.697907,0.710827,-18.9045
8727,0.00531031,0.523108,0,-0.503656,0.694882,0.71118,-19.0652
8728,0.00536059,0.523196,0,-0.503404,0.691801,0.711526,-19.2287
8729,0.00541235,0.523266,0,-0.503119,0.688662,0.711866,-19.3951
8730,0.00546564,0.523317,0,-0.5028,0.685462,0.712199,-19.5645
8731,0.00552057,0.52335,0,-0.502446,0.682199,0.712524,-19.7371
8732,0.00557721,0.523364,0,-0.502054,0.67887,0.712843,-19.913
8733,0.00563568,0.523359,0,-0.501624,0.675473,0.713155,-20.0923
8734,0.00569608,0.523333,0,-0.501153,0.672005,0.713459,-20.2753
8735,0.00575853,0.523286,0,-0.500641,0.668463,0.713756,-20.4621
8736,0.00582315,0.523218,0,-0.500085,0.664844,0.714046,-20.6528
8737,0.00589007,0.523129,0,-0.499484,0.661144,0.714328,-20.8477
8738,0.00595944,0.523016,0,-0.498834,0.657359,0.714603,-21.0469
8739,0.00603141,0.52288,0,-0.498135,0.653487,0.71487,-21.2508
8740,0.00610616,0.52272,0,-0.497384,0.649524,0.71513,-21.4594
8741,0.00618388,0.522535,0,-0.496579,0.645465,0.715381,-21.6731
8742,0.00626476,0.522325,0,-0.495716,0.641306,0.715625,-21.8921
8743,0.00634902,0.522087,0,-0.494794,0.637042,0.715861,-22.1167
8744,0.00643691,0.521823,0,-0.49381,0.63267,0.716088,-22.3471
8745,0.00652867,0.521529,0,-0.49276,0.628185,0.716307,-22.5836
8746,0.0066246,0.521206,0,-0.491642,0.623581,0.716517,-22.8267
8747,0.006725,0.520852,0,-0.490452,0.618853,0.716718,-23.0765
8748,0.00683022,0.520467,0,-0.489187,0.613996,0.716911,-23.3335
